"Name","Url","DataSource","ExtractedDate","Firm_","Phone","Fax","Address","Contact","Position","Mobile_No_","PostalAddress","Email","Conditions","Maintenance_and_General_Works_Group","Traffic_Management_Services_contract_Groups","PrequalificationCategories","Letter","ABN_Found","ABNStatus","YearsInOperation","RegisteredDate","EntityType","RegisteredName","State"
"All Round Traffic Control Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b8e28f68e0a49b9eca257c70000454dc?OpenDocument","Fresh","2026-01-21 15:54:58","All Round Traffic Control Pty Ltd","","","Level 2, 256 Queens Street, Melbourne, VIC 3000","Mr Con Alexander","Managing Director","0477 293 458","""As Above"", &nbsp","allroundtraffic@gmail.com","","","","","A","76154982715","Inactive","0","2026-01-06","","ALL ROUND TRAFFIC CONTROL PTY LTD","VIC"
"All Traffic Management  Services**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e14b8969643ec07bca2575af0024772d?OpenDocument","Fresh","2026-01-21 15:54:58","Mollica Consultants Pty Ltd","0412 495 733","(03) 8390 2571","U4 47-51 Rebecca Drive, RAVENHALL VIC 3023","Mr Sal Mollica","Project Manager","0412 495 733","PO BOX 134 , DEER PARK VIC 3023&nbsp","admin@atmservices.com.au","","","","","A","52118496594","Active","19","2006-02-23","","Mollica Consultants Pty Ltd","VIC"
"Allan Bowman &amp; Associates Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2a6331d2b515c6feca256d0a00073619?OpenDocument","Fresh","2026-01-21 15:54:59","Allan Bowman & Associates Pty Ltd","9899 5133","9899 5144","191 B Middleborough Road , Box Hill VIC 3128","Mr Allan Bowman","","","""As Above""&nbsp","mail@abapl.com.au","","","","FPD1, FPD2, FPR, M1, M2, M3, ND1, ND2, ND3, RM1, RM2, RM3, RPD","A","14768797311","Active","25","2000-05-20","","","VIC"
"Allens Asphalt Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4bd074896ec0751aca25833e00775378?OpenDocument","Fresh","2026-01-21 15:55:00","Allens Asphalt Pty Ltd","(07) 3203 1566","(07) 3203 0156","34 - 40 Potassium Street, NARANGBA QLD 4053","Mr Kevin Macdonald","Area Manager - VIC","0417 782 934","PO Box 376, KALLANGUR QLD 4053&nbsp","kmacdonald@allensasphalt.com.au","","Maintenance: Maintenance Pavements (M2-PW), Maintenance Works-Minor (M1); General Works: Road Surfacing Asphalt (G2-RSA), Road Surfacing Sprayed Seal (G2-RSS)","","F150+, M1, M2-PW, PW, R1, ROAD, RSA, RSS, SEAL, WORKS-MINOR","A","49103076508","Active","22","2003-02-01","","","NSW"
"Allequip Constructions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7619a91d65153823ca25800c001e9987?OpenDocument","Fresh","2026-01-21 15:55:00","Allequip Constructions Pty Ltd","(03) 5782 2800","(03) 5782 2617","200 Forbes-Moranding Road, KILMORE VIC 3764","Mr Martin Cornfoot","Director","0418 581 304","PO BOX 395, KILMORE VIC 3764&nbsp","Admin@allequip.com.au","","","","F002, R2","A","88128710770","Active","18","2007-11-30","","ALLEQUIP CONSTRUCTIONS PTY. LTD.","VIC"
"Allgood Contracting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c06816117d4f1451ca2583460024398b?OpenDocument","Fresh","2026-01-21 15:55:01","Allgood Contracting Pty Ltd","","03 9742 1904","2 Simpson Way, SEABROOK VIC 3028","Mr James Faranda","Director","0439 651 145","""As Above"", &nbsp","allgoodcontract@tpg.com.au","","","","","A","80610759192","Active","9","2016-02-16","","ALLGOOD CONTRACTING PTY LTD","VIC"
"Allied Schraven Group**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/5b84fd62692d350bca25755500069327?OpenDocument","Fresh","2026-01-21 15:55:01","Allied Schraven Pty Ltd","(03) 9305 5436","(03) 9305 5469","4 Rushwood Drive, CRAIGIEBURN VIC 3064","Mr Patrick Schraven","Managing Director","0412 751 220","""As Above"", &nbsp","pat@schravencivilgroup.com.au","","","","","A","25107763093","Inactive","15","2010-06-30","","Allied Schraven Pty Ltd","VIC"
"Allmark Linemarking Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d868f489963740f9ca256eb40025bd08?OpenDocument","Fresh","2026-01-21 15:55:02","Allmark Linemarking Services Pty Ltd","(03) 9758 7897","(03) 9753 6667","7 Dempster Street, FERNTREE GULLY VIC 3156","Mr Sebastian Crutchfield","Managing Director","0434 954 000","PO Box 435 BC, FERNTREE GULLY VIC 3156&nbsp","allmark@allmarklinemarking.co.au","","General Works: Linemarking (G2-LM), Surface Texturing-Water (G2-STW)","","LM, STW, TEXTURING-WATER","A","12055966802","Active","25","2000-03-16","","ALLMARK LINEMARKING SERVICES PTY. LTD.","VIC"
"Allstate Linemarking Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/31dd3d9c7e8c0c31ca2584800017d6c3?OpenDocument","Fresh","2026-01-21 15:55:03","Allstate Linemarking Services Pty Ltd","07 3386 1799","07 3386 1899","83 Christensen Road, STAPYLTON QLD 4207","Mr Gary Finn","National Manager","0448 152 292","PO Box 114, OXENFORD QLD 4210&nbsp","admin@allstatelinemarking.com","","General Works: Linemarking (G2-LM)","","LM","A","98109627652","Active","21","2004-06-21","","Allstate Linemarking Services Pty Ltd","QLD"
"Alpha Facilities Group Road and Rail **","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/97ab0339e663a107ca257f9d0000f50e?OpenDocument","Fresh","2026-01-21 15:55:03","Alpha Facilities Group Pty Ltd","1300 525 742","","Suite 48, 21-23 Aristoc Road, GLEN WAVERLEY VIC 3150","Mr Julian Ustick","Senior Manager","","P O Box 150, EAST KEW VIC 3102&nbsp","info@alphafacilities.com.au","","","","","A","45126141688","Active","18","2007-06-26","","Alpha Facilities Group Pty Ltd","VIC"
"Alpha Indigenous Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/5d25774387c20d71ca25873b00811ebc?OpenDocument","Fresh","2026-01-21 15:55:04","Alpha Indigenous Group Pty Ltd","1300 525 742","","8 International Square, TULLAMARINE VIC 3043","Kosta Farris","","","""As Above"", &nbsp","","","","","","A","75644793340","Active","5","2020-10-01","","ALPHA INDIGENOUS GROUP PTY LTD","VIC"
"Alpine Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/cdce1bc03a16d589ca258009000f3c48?OpenDocument","Fresh","2026-01-21 15:55:04","Alpine Civil Pty Ltd","(03) 5779 1733","(03) 5779 1393","285 Dead Horse Lane, MANSFIELD VIC 3722","Mrs Sonja Ronald","IMS/OHS Administration Officer","0401 079 950","PO BOX 713, MANSFIELD VIC 3723&nbsp","info@alpinecivil.com.au","","","","F010, R1","A","85127204513","Active","18","2007-08-23","","ALPINE CIVIL PTY LTD","VIC"
"Altus Traffic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c31419fb452bdbe4ca2573a000211ae2?OpenDocument","Fresh","2026-01-21 15:55:05","Altus Traffic Pty Ltd","(03) 9316 9100","(03) 9316 9199","Unit 1/28-50 Cyanamid Street, LAVERTON NORTH VIC 3026","Mr Russell McAdam","General Manager - Victoria/Tasmania","0438 821 663","""As Above"", &nbsp","vic_operations@altustraffic.com.au","","","","","A","84102768061","Active","23","2002-11-08","","Altus Traffic Pty. Ltd.","NSW"
"Amey Consulting Australia Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4533ddef24a78534ca25811c007d2791?OpenDocument","Fresh","2026-01-21 15:55:06","Amey Consulting Australia Pty Ltd","0800 521 660","","Ashurst Australia, Lvl 26, 181 William Street , MELBOURNE VIC 3000","Mr Mian Zakir Hussain","Project Manager","+61 478 019 692","PO Box 424, , Rural View, QUEENSLAND 4740&nbsp","Mian.Hussain@ameyglobal.com.au","All road designs undertaken for, Rural Roads (RR) and Urban Roads (UR) to be verified by an independent pre qualified company with the provision of an accompanying verification report. The verification report to contain all identified review items in tabulated format as an Appendix.","","","FPD1, FPD2, H-SIMPLE, M1, M2, ND1, ND2, PNM, PRN, RM1, RM2, ROAD, RR, SH, SS, STRUCTURES-SIMPLE, TAR, TPF, TSD, TSM, TTF, UR","A","34162890940","Active","12","2013-04-08","","AMEY CONSULTING AUSTRALIA PTY LTD","VIC"
"AMG Systems Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2833aa8fa7a52c53ca256d5800020e86?OpenDocument","Fresh","2026-01-21 15:55:06","AMG Systems Pty Ltd","(03) 9459 9923","","106 Northern Road, HEIDELBERG WEST VIC 3081","Mr Jarrod Begg","General Manager","0458 801 166","PO BOX 498, ROSANNA VIC 3084&nbsp","admin@amgsystems.com.au","SVDL level conditional to wireless studs installation and first job being inspected.","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation, SVDL - Vehicle Detection Loops","SCTV, SSLC, STCE, STS, STS1, SVDL","A","49089443005","Active","25","2000-05-10","","AMG SYSTEMS PTY LTD","VIC"
"AMH Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/924e0a68ca9bf4bdca2586a100732990?OpenDocument","Fresh","2026-01-21 15:55:07","AMH Civil Pty Ltd","","","2/11 Northpark Drive, SOMERTON VIC 3062","Mr Joseph Mansell","General Manager","0409 126 516","""As Above"", &nbsp","josephmansell@amhcivil.com.au","","","","F010, R2","A","25626019734","Active","7","2018-05-08","","AMH CIVIL PTY LTD","VIC"
"Amtek Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/06c3d62847b25b00ca257ea6007eccda?OpenDocument","Fresh","2026-01-21 15:55:08","Amtek Solutions Pty Ltd","(03) 9486 2279","","50C Cherry Lane, LAVERTON NORTH VIC 3026","Mr Mohamed Hamza","Manager","0417 287 108","P O Box 280, CAUFIELD SOUTH VIC 3162&nbsp","mhamza@amteksol.com.au","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation","SCTV, SSLC, STCE, STS, STS1","A","14136739190","Active","16","2009-04-29","","","VIC"
"Anitech Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/18afecc7b84f3cd8ca2584880006bc24?OpenDocument","Fresh","2026-01-21 15:55:08","Anitech Pty Ltd","1300 802 163","","Suite 118, 203-205 Blackburn Road, MOUNT WAVERLEY VIC 3149","Mr Fadi Alzubaidi","IMS Consultant","0424 871 972","""As Above"", &nbsp","fadi@anitechconsulting.com.au","","","","E-EMS, EMS","A","45630259353","Active","6","2019-06-16","","ANITECH PTY LTD","VIC"
"Anthony Moodie &amp; Associates**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/abeb1015b33cd584ca258c590083456b?OpenDocument","Fresh","2026-01-21 15:55:09","Moodie Engineering Pty Ltd","03 9459 5561","","79 Banksia Steet, Eaglemont Vic 3084","Mr Tony Moodie","Managing Director","0402 154 878","""As Above"", &nbsp","tony@moodieengineering.com.au","","","","H-SIMPLE, SH","A","33112673775","Active","20","2005-01-27","","MOODIE ENGINEERING PTY LTD","VIC"
"Anthony T. Lindsay Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a215b6561b043a54ca2582d70023532e?OpenDocument","Fresh","2026-01-21 15:55:09","Anthony T. Lindsay Pty Ltd","","","54 Burness Road, BENALLA VIC 3672","Mr Anthony Lindsay","Managing Director","0428 574 080","P O Box 125, BENALLA VIC 3672&nbsp","anthony.lindsay@anthonytlindsay.com.au","","Maintenance: Maintenance Pavements (M2-PW)","","M2-PW, PW","A","51607154503","Active","10","2015-07-20","","ANTHONY T. LINDSAY PTY LTD","VIC"
"Apex Earthworks Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/584641593f354d70ca2584aa0000b43d?OpenDocument","Fresh","2026-01-21 15:55:10","Apex Earthworks Pty Ltd","(03) 5829 9966","","907 Goulburn Valley Highway, CONGUPNA VIC 3633","Mr Hugh Ellis","Director","0409 077 151","PO Box 4066, SHEPPARTON VIC 3630&nbsp","info@apexearthworks.com.au","","","","B1, F020, R3","A","29611491144","Active","9","2016-04-01","","APEX EARTHWORKS PTY LTD","VIC"
"Appia Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3adb991d44bbf37bca25833f001a13ba?OpenDocument","Fresh","2026-01-21 15:55:11","Appia Pty Ltd","0488 004 273","03 9545 1901","30 Pickering Road, MULGRAVE VIC 3170","Mr Mark Nathanielsz","OHSEQ / Systems Co-ordinator","0434 229 004","PO Box 443, CHADSTONE CENTRE VIC 3148&nbsp","mark.nathanielsz@appiagroup.com.au","","","","F002, R2","A","96632331983","Active","6","2019-03-18","","APPIA PTY LTD","VIC"
"Applied Infrastructure Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2793feefbea4096eca2584310015449a?OpenDocument","Fresh","2026-01-21 15:55:11","Applied Infrastructure Pty Ltd","03  9311 1002","03 9311 1006","46 Venture Drive, SUNSHINE WEST VIC 3020","Michael Parker","Electrical Manager","","PO Box 642, SUNSHINE VIC 3020&nbsp","","Prequalification STCE is conditional - The first three jobs completed will be inspected by the ITS Group for compliance with DoT specifications.","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2","SSLC, STCE","A","60614852416","Active","9","2016-09-16","","APPLIED INFRASTRUCTURE PTY LTD","VIC"
"Aquatech Civil and Plumbing Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/dc641af0754a8c46ca25843c000346fc?OpenDocument","Fresh","2026-01-21 15:55:12","Aquatech Civil and Plumbing Pty Ltd","","","11 Mitchell Drive,, LEOPOLD VIC 3224","Mr Ross Lister","General Manager,","0428 456 678","PO Box 268, LEOPOLD VIC 3224&nbsp","admin@aquatechcivil.com.au","","","","F002, R1","A","39621412431","Active","8","2017-08-31","","AQUATECH CIVIL AND PLUMBING PTY LTD","VIC"
"Aquenta Consulting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/121d496fc031d7a3ca257e37000ddc02?OpenDocument","Fresh","2026-01-21 15:55:12","Aquenta Consulting Pty Ltd","(03) 8668 3000","(03) 9867 5950","11/452 Flinders Street, MELBOURNE VIC 3000","Mr Nick Monaghan","Associate Director","0458 214 584","""As Above"", &nbsp","MelbourneReception@jacobs.com","","","","CE, COST","A","15007406840","Active","25","2000-02-01","","AQUENTA CONSULTING PTY LTD","NSW"
"Arcadis Australia Pacific Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a1d347f33e9ce2b7ca257ec80021f434?OpenDocument","Fresh","2026-01-21 15:55:13","Arcadis Australia Pacific Pty Ltd","(03)  8623 4000","","Level 18, Queen & Collins Tower, 376-390 Collins Street, MELBOURNE VIC 3000","Mr Eranda Herath","Business Leader - VIC Mobility","0437 648 435","""As Above"", &nbsp","spec.apac@arcadis.com","","","","AFF, AND, CE, CH, COST, CS, DBS, DES, DMR, DSD, EA, EAC, E-AFF, E-EAC, E-EMS, EESM, EESW, EMS, E-NMD, E-TFL, FD, FIR, FPD1, FPD2, FPR, FVA, FVR, GAIN, GT, GT-DES, GT-GWH, GT-INV, GWH, HC, H-COMPLEX, H-SIMPLE, INV, LAND, M1, M2, M3, M4, ND1, ND2, ND3, NET, NMD, OF, PAM, PAR, PE, PNM, PRL, PRN, PRS, RM1, RM2, RM3, RM4, ROAD, RPD, RPR, RR, SH, SS, ST, STRUCTURES-COMPLEX, STRUCTURES-SIMPLE, TAR, TCA, TFL, TLD, TM, TMC, TOF, TOS, TPF, TSD, TSM, TTF, UR, USE, WSRD","A","76104485289","Active","22","2003-04-22","","ARCADIS AUSTRALIA PACIFIC PTY LTD","NSW"
"Arenco (NSW) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f1e68c5915281ef6ca2578a300297c06?OpenDocument","Fresh","2026-01-21 15:55:14","Arenco (NSW) Pty Ltd","02 9334 2444","",", 184 Adderley Street West, AUBURN NSW 2124","Mr Saba Lamyi-Arani","HSEQ and Systems Manager","0499 456 706","""As Above"", &nbsp","saba.lamyi-arani@arenco.com.au","","","","B4, F050, R3","A","61002671392","Active","21","2004-07-01","","ARENCO (NSW) PTY LIMITED","NSW"
"Argon Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/95a6941cba797196ca25855f0025905e?OpenDocument","Fresh","2026-01-21 15:55:14","Argon Services Pty Ltd","1300 560 323","","Factory 3, 51 Rushdale Street, KNOXFIELD VIC 3180","Mr Adam Williamson","","0410 400 321","""As Above"", &nbsp","office@argonservices.com.au","","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE 1 - Traffic Control Equipment 1","SSLC, STCE","A","13005267621","Active","25","2000-03-17","","ARGON SERVICES PTY. LTD.","VIC"
"Argot Consultants Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ab688b1e51d90a6cca2578260006c9f5?OpenDocument","Fresh","2026-01-21 15:55:15","Argot Consultants Pty Ltd","","","35 Candlebark Quadrant, ROWVILLE 3178","Mr Theo Niakolas","Director/Principal Engineer","0418 177 600","""As Above"", &nbsp","office@argot.com.au","","","","H-SIMPLE, ROAD, RR, SH, TPF, UR","A","39084902974","Active","26","1999-11-01","","ARGOT CONSULTANTS PTY LTD","VIC"
"Argus Construction Services (Vic) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8f97077406ae7f59ca2586e3001c2ca4?OpenDocument","Fresh","2026-01-21 15:55:16","Argus Construction Services (Vic) Pty Ltd","","","691 Burke Road, CAMBERWELL VIC 3124","Mr Toby Pinwill","Director","0448 800 650","""As Above"", &nbsp","toby@arguslabour.com.au","","","","","A","89648333902","Active","4","2021-03-01","","ARGUS CONSTRUCTION SERVICES (VIC) PTY LTD","VIC"
"Artcraft Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/59bfca19277073a1ca257856001e6db6?OpenDocument","Fresh","2026-01-21 15:55:16","Artcraft Pty Ltd","(03) 8762 8900","(03) 8762 8977","79 -81 Wedgewood Road, Hallam VIC 3803","Mr Warren Passingham","Manager","0432 247 035","PO Box 5001, HALLAM VIC 3803&nbsp","wpassingham@artcraft.com.au","","General Works: Sign Erection-Major (G2-SE)","","ERECTION-MAJOR, SE, SIGN","A","17000592745","Active","25","2000-03-09","","ARTCRAFT","NSW"
"Arup Australia Pty Limited","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/974b00bcc3787c24ca25841100814716?OpenDocument","Fresh","2026-01-21 15:55:17","Arup Australia Pty Limited","+61 3 9668 5577","","Arup , Sky Park, , 1 Melbourne Quarter, 699 Collins Street, DOCKLANDS VIC 3008","Ms Yasmin Roper","Highways Leader ? Vic","+61 431 874 722","""As Above"", &nbsp","Yasmin.Roper@arup.com","","","Traffic Data Collection: COS - Observational Surveys, CTM - Turning Movements, CTT - Travel Time Counts","AIR, AQMD, BI2, CF, CH, CI, COS, CS, CTM, CTT, DBS, DES, DMR, DSD, EA, EAC, E-AQMD, E-EAC, E-EMS, EES, EESM, EESW, EMS, E-NMD, EPM, FD, FIR, FPD1, FPD2, FPR, FVA, FVR, GT, GT-DES, GT-GWH, GT-INV, GT-PRE, GWH, HC, H-COMPLEX, H-SIMPLE, INV, LAND, M1, M2, M3, M4, ND1, ND2, ND3, NMD, OF, PAM, PAR, PE, PNM, PRE, PRL, PRN, PRS, PSA, PSAD, PSAM, RISK, RM, RM1, RM2, RM3, RM4, ROAD, RPD, RPR, RR, SH, SI, SS, ST, STRUCTURES-COMPLEX, STRUCTURES-SIMPLE, TAR, TCA, TIME, TLD, TM, TMC, TOF, TOS, TPF, TSD, TSM, TTF, UR, USE, WSRD","A","76625912665","Active","7","2018-05-02","","ARUP AUSTRALIA PTY LTD","NSW"
"ASK Traffic Plans and Consulting**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/086a8d3ce6c2652bca2587ca00044842?OpenDocument","Fresh","2026-01-21 15:55:17","ASK Traffic Management Plans Pty Ltd","","","27 Aspendale Crescent, SHEPPARTON VIC 3630","Mr Andrew Kyriakou","Director","0418 994 104","""As Above"", &nbsp","admin@askgroup.com.au","","","","","A","77651739525","Active","4","2021-07-06","","ASK TRAFFIC MANAGEMENT PLANS PTY LTD","VIC"
"ASPECT Studios Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/81452e5f2e8f7e42ca257ceb008009e7?OpenDocument","Fresh","2026-01-21 15:55:18","ASPECT Studios Pty Ltd","03 9417 6844","03 9417 6855","Level 1, 30-32 Easey Street, Collingwood VIC 3066","Ms Kirsten Bauer","Director","0409 590 221","""As Above"", &nbsp","kirsten.bauer@aspect.net.au","","","","AND, LVI","A","11120219561","Active","19","2006-07-01","","ASPECT STUDIOS PTY LTD","VIC"
"Asphalt FX Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ee3a35a678456e30ca257dab0011a032?OpenDocument","Fresh","2026-01-21 15:55:19","Asphalt FX Pty Ltd","(03) 9768 2154","","3 Apoinga Street, DANDENONG SOUTH VIC 3175","Mr Ken McGivern","Business Development Manager","0408 218 538","""As Above"", &nbsp","admin@asphaltfx.com.au","G2-RSA conditional upon: 1. not tendering on VicRoads regionwide asphalt placement contracts. and 2. not tendering on asphalt placement contracts involving work on Highways or Freeways within VicRoads Metropolitan Regions.","General Works: General Works-Minor (G1), Road Surfacing Asphalt (G2-RSA)","","ROAD, RSA, WORKS-MINOR","A","60153591489","Active","14","2011-10-06","","ASPHALT FX PTY LTD","VIC"
